,true_LocalKey35,pred_LocalKey35,true_PrimaryDegree22,pred_PrimaryDegree22,true_SecondaryDegree22,pred_SecondaryDegree22,true_Inversion4,pred_Inversion4,true_ChordQuality15,pred_ChordQuality15,true_ChordRoot35,pred_ChordRoot35,LocalKey35,PrimaryDegree22,SecondaryDegree22,Inversion4,ChordQuality15,ChordRoot35,Degree,RomanNumeral
46,c,G,5,5,2,None,0,1,major triad,dominant seventh chord,A,A,False,True,False,False,False,True,False,False
47,c,G,#7,5,2,None,2,1,diminished seventh chord,dominant seventh chord,C#,A,False,False,False,False,False,False,False,False
48,c,g,5,5,5,None,1,0,dominant seventh chord,dominant seventh chord,D,D,False,True,False,False,True,True,False,False
49,c,g,5,5,5,None,1,0,dominant seventh chord,dominant seventh chord,D,D,False,True,False,False,True,True,False,False
50,c,g,5,5,5,None,1,0,dominant seventh chord,dominant seventh chord,D,D,False,True,False,False,True,True,False,False
51,c,g,5,5,5,None,1,1,dominant seventh chord,dominant seventh chord,D,D,False,True,False,True,True,True,False,False
52,c,c,#7,5,None,None,2,1,diminished seventh chord,dominant seventh chord,B,G,True,False,True,False,False,False,False,False
53,c,c,#7,5,None,None,2,1,diminished seventh chord,dominant seventh chord,B,G,True,False,True,False,False,False,False,False
54,c,c,#7,5,None,None,1,1,diminished triad,diminished seventh chord,B,G,True,False,True,True,False,False,False,False
55,c,c,#7,5,None,None,1,1,diminished triad,diminished seventh chord,B,G,True,False,True,True,False,False,False,False
56,c,c,#7,5,None,None,0,1,diminished seventh chord,diminished seventh chord,B,G,True,False,True,False,True,False,False,False
57,c,c,#7,5,None,None,0,1,diminished seventh chord,diminished seventh chord,B,G,True,False,True,False,True,False,False,False
58,c,c,#7,5,None,None,3,1,diminished seventh chord,diminished seventh chord,B,G,True,False,True,False,True,False,False,False
59,c,c,#7,5,None,None,3,1,diminished seventh chord,diminished seventh chord,B,G,True,False,True,False,True,False,False,False
60,c,C,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,C,False,True,True,True,True,False,True,False
61,c,C,5,1,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,False,False,True,True,True,True,False,False
62,c,c,4,1,None,None,1,0,minor triad,minor triad,F,G,True,False,True,False,True,False,False,False
63,c,c,4,1,None,None,1,0,minor triad,minor triad,F,G,True,False,True,False,True,False,False,False
64,c,C,5,5,None,None,0,0,dominant seventh chord,minor triad,G,G,False,True,True,True,False,True,True,False
65,c,c,5,5,None,None,0,0,dominant seventh chord,minor triad,G,G,True,True,True,True,False,True,True,False
66,c,C,5,5,None,None,0,0,dominant seventh chord,minor triad,G,G,False,True,True,True,False,True,True,False
67,c,c,5,5,None,None,0,0,dominant seventh chord,minor triad,G,G,True,True,True,True,False,True,True,False
68,c,c,6,1,None,None,0,0,major triad,major triad,A-,C,True,False,True,True,True,False,False,False
69,c,c,6,1,None,None,0,0,major triad,major triad,A-,C,True,False,True,True,True,False,False,False
70,c,c,6,1,None,None,0,0,major triad,major triad,A-,C,True,False,True,True,True,False,False,False
71,c,C,6,1,None,None,0,0,major triad,major triad,A-,C,False,False,True,True,True,False,False,False
72,c,C,6,1,None,None,0,0,major triad,major triad,A-,C,False,False,True,True,True,False,False,False
73,c,C,6,1,None,None,0,0,major triad,major triad,A-,C,False,False,True,True,True,False,False,False
74,c,C,6,1,None,None,0,0,major triad,major triad,A-,C,False,False,True,True,True,False,False,False
75,c,C,2,1,None,None,1,0,half-diminished seventh chord,major triad,D,C,False,False,True,False,False,False,False,False
76,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
77,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
78,c,C,5,5,None,None,0,0,dominant seventh chord,major triad,G,C,False,True,True,True,False,False,True,False
79,c,C,5,1,None,None,0,0,dominant seventh chord,major triad,G,C,False,False,True,True,False,False,False,False
80,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
81,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
82,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
83,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
84,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
85,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
86,c,C,#7,1,4,None,2,0,diminished triad,major triad,E,C,False,False,False,False,False,False,False,False
87,c,C,#7,1,4,None,2,0,diminished triad,major triad,E,C,False,False,False,False,False,False,False,False
88,c,C,4,1,None,None,1,0,minor triad,major triad,F,C,False,False,True,False,False,False,False,False
89,c,C,4,1,None,None,1,0,minor triad,major triad,F,C,False,False,True,False,False,False,False,False
90,c,C,#7,1,4,None,0,0,diminished triad,major triad,E,C,False,False,False,True,False,False,False,False
91,c,C,#7,1,4,None,0,0,diminished triad,major triad,E,C,False,False,False,True,False,False,False,False
92,c,C,4,1,None,None,0,0,minor triad,major triad,F,C,False,False,True,True,False,False,False,False
93,c,C,4,1,None,None,0,0,minor triad,major triad,F,C,False,False,True,True,False,False,False,False
94,c,C,#7,1,None,None,1,0,diminished triad,major triad,B,C,False,False,True,False,False,False,False,False
95,c,C,#7,1,None,None,1,0,diminished triad,major triad,B,C,False,False,True,False,False,False,False,False
96,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
97,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
98,c,C,1,1,None,None,0,0,major triad,major triad,C,C,False,True,True,True,True,True,True,False
99,c,C,1,1,None,None,0,0,major triad,major triad,C,C,False,True,True,True,True,True,True,False
100,c,C,1,1,None,None,0,0,major triad,major triad,C,C,False,True,True,True,True,True,True,False
101,c,C,1,1,None,None,0,0,major triad,major triad,C,C,False,True,True,True,True,True,True,False
102,c,C,#7,1,4,None,2,0,diminished triad,major triad,E,C,False,False,False,False,False,False,False,False
103,c,C,#7,1,4,None,2,0,diminished triad,major triad,E,C,False,False,False,False,False,False,False,False
104,c,C,4,1,None,None,1,0,minor triad,major triad,F,C,False,False,True,False,False,False,False,False
105,c,C,4,1,None,None,1,0,minor triad,major triad,F,C,False,False,True,False,False,False,False,False
106,c,C,#7,1,4,None,0,0,diminished triad,major triad,E,C,False,False,False,True,False,False,False,False
107,c,C,#7,1,4,None,0,0,diminished triad,major triad,E,C,False,False,False,True,False,False,False,False
108,c,C,4,1,None,None,0,0,minor triad,major triad,F,C,False,False,True,True,False,False,False,False
109,c,C,4,1,None,None,0,0,minor triad,major triad,F,C,False,False,True,True,False,False,False,False
110,c,C,#7,1,None,None,1,0,diminished triad,major triad,B,C,False,False,True,False,False,False,False,False
111,c,C,#7,1,None,None,1,0,diminished triad,major triad,B,C,False,False,True,False,False,False,False,False
112,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
113,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
114,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
115,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
116,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
117,c,C,5,5,None,None,2,1,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
118,c,C,5,5,None,None,2,1,dominant seventh chord,dominant seventh chord,G,G,False,True,True,False,True,True,True,False
119,c,c,5,5,None,None,2,1,dominant seventh chord,dominant seventh chord,G,G,True,True,True,False,True,True,True,False
120,c,c,1,5,None,None,1,1,minor triad,dominant seventh chord,C,C,True,False,True,True,False,True,False,False
121,c,c,1,1,None,None,1,1,minor triad,minor triad,C,C,True,True,True,True,True,True,True,True
122,c,c,1,5,None,None,1,1,minor triad,minor triad,C,C,True,False,True,True,True,True,False,False
123,c,c,1,5,None,None,1,1,minor triad,dominant seventh chord,C,C,True,False,True,True,False,True,False,False
124,c,c,2,5,None,None,1,1,diminished triad,dominant seventh chord,D,C,True,False,True,True,False,False,False,False
125,c,c,2,5,None,None,1,1,diminished triad,dominant seventh chord,D,C,True,False,True,True,False,False,False,False
126,c,c,2,5,None,None,1,1,diminished triad,dominant seventh chord,D,C,True,False,True,True,False,False,False,False
127,c,c,2,5,None,None,1,1,diminished triad,dominant seventh chord,D,C,True,False,True,True,False,False,False,False
128,c,c,1,5,None,None,2,1,minor triad,dominant seventh chord,C,C,True,False,True,False,False,True,False,False
129,c,c,1,1,None,None,2,1,minor triad,dominant seventh chord,C,C,True,True,True,False,False,True,True,False
130,c,c,1,1,None,None,2,1,minor triad,minor triad,C,C,True,True,True,False,True,True,True,False
131,c,c,1,1,None,None,2,0,minor triad,major triad,C,C,True,True,True,False,False,True,True,False
132,c,c,#4,1,None,None,1,0,German augmented sixth chord,major triad,F#,A-,True,False,True,False,False,False,False,False
133,c,c,#4,5,None,None,1,0,German augmented sixth chord,dominant seventh chord,F#,A-,True,False,True,False,False,False,False,False
134,c,c,#4,5,None,None,1,0,German augmented sixth chord,dominant seventh chord,F#,A-,True,False,True,False,False,False,False,False
135,c,c,#4,5,None,None,1,1,German augmented sixth chord,dominant seventh chord,F#,A-,True,False,True,True,False,False,False,False
136,c,c,7,5,5,None,0,1,diminished seventh chord,dominant seventh chord,F#,F#,True,False,False,False,False,True,False,False
137,c,b,7,5,5,None,0,1,diminished seventh chord,dominant seventh chord,F#,F#,False,False,False,False,False,True,False,False
138,c,G,7,5,5,None,0,1,diminished seventh chord,dominant seventh chord,F#,F#,False,False,False,False,False,True,False,False
139,c,G,7,5,5,None,0,1,diminished seventh chord,dominant seventh chord,F#,F#,False,False,False,False,False,True,False,False
140,c,C,5,5,None,None,0,0,dominant seventh chord,major triad,G,G,False,True,True,True,False,True,True,False
141,c,C,5,5,None,None,0,0,dominant seventh chord,major triad,G,G,False,True,True,True,False,True,True,False
142,c,C,5,5,None,None,0,0,dominant seventh chord,major triad,G,G,False,True,True,True,False,True,True,False
143,c,C,5,5,None,None,0,0,dominant seventh chord,major triad,G,G,False,True,True,True,False,True,True,False
144,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
145,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
146,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
147,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
148,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
149,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
150,c,C,#7,1,4,None,2,0,diminished triad,major triad,E,C,False,False,False,False,False,False,False,False
151,c,C,#7,1,4,None,2,0,diminished triad,major triad,E,C,False,False,False,False,False,False,False,False
152,c,C,4,1,None,None,1,0,minor triad,major triad,F,C,False,False,True,False,False,False,False,False
153,c,C,4,1,None,None,1,0,minor triad,major triad,F,C,False,False,True,False,False,False,False,False
154,c,C,#7,1,4,None,0,0,diminished triad,major triad,E,C,False,False,False,True,False,False,False,False
155,c,C,#7,1,4,None,0,0,diminished triad,major triad,E,C,False,False,False,True,False,False,False,False
156,c,C,4,1,None,None,0,0,minor triad,major triad,F,C,False,False,True,True,False,False,False,False
157,c,C,4,1,None,None,0,0,minor triad,major triad,F,C,False,False,True,True,False,False,False,False
158,c,C,#7,5,None,None,1,0,diminished triad,dominant seventh chord,B,C,False,False,True,False,False,False,False,False
159,c,C,#7,1,None,None,1,0,diminished triad,major triad,B,C,False,False,True,False,False,False,False,False
160,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
161,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
162,c,C,1,1,None,None,0,0,major triad,major triad,C,C,False,True,True,True,True,True,True,False
163,c,C,1,1,None,None,0,0,major triad,major triad,C,C,False,True,True,True,True,True,True,False
164,c,C,1,1,None,None,0,0,major triad,major triad,C,C,False,True,True,True,True,True,True,False
165,c,C,1,1,None,None,0,0,major triad,major triad,C,C,False,True,True,True,True,True,True,False
166,c,C,#7,1,4,None,2,0,diminished triad,major triad,E,C,False,False,False,False,False,False,False,False
167,c,C,#7,1,4,None,2,0,diminished triad,major triad,E,C,False,False,False,False,False,False,False,False
168,c,C,4,1,None,None,1,0,minor triad,major triad,F,C,False,False,True,False,False,False,False,False
169,c,C,4,1,None,None,1,0,minor triad,major triad,F,C,False,False,True,False,False,False,False,False
170,c,C,#7,1,4,None,0,0,diminished triad,major triad,E,C,False,False,False,True,False,False,False,False
171,c,C,#7,1,4,None,0,0,diminished triad,major triad,E,C,False,False,False,True,False,False,False,False
172,c,C,4,1,None,None,0,0,minor triad,major triad,F,C,False,False,True,True,False,False,False,False
173,c,C,4,1,None,None,0,0,minor triad,major triad,F,C,False,False,True,True,False,False,False,False
174,c,C,#7,1,None,None,1,0,diminished triad,major triad,B,C,False,False,True,False,False,False,False,False
175,c,C,#7,1,None,None,1,0,diminished triad,major triad,B,C,False,False,True,False,False,False,False,False
176,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
177,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
178,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
179,c,C,1,1,None,None,0,0,minor triad,major triad,C,C,False,True,True,True,False,True,True,False
180,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,C,False,True,True,False,False,False,True,False
181,c,C,5,5,None,None,2,1,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
182,c,C,5,5,None,None,2,1,dominant seventh chord,dominant seventh chord,G,G,False,True,True,False,True,True,True,False
183,c,c,5,5,None,None,2,1,dominant seventh chord,dominant seventh chord,G,G,True,True,True,False,True,True,True,False
184,c,c,1,5,None,None,1,1,minor triad,dominant seventh chord,C,C,True,False,True,True,False,True,False,False
185,c,c,1,1,None,None,1,1,minor triad,minor triad,C,C,True,True,True,True,True,True,True,True
186,c,c,1,5,None,None,1,1,minor triad,minor triad,C,C,True,False,True,True,True,True,False,False
187,c,c,1,5,None,None,1,1,minor triad,dominant seventh chord,C,C,True,False,True,True,False,True,False,False
188,c,c,2,5,None,None,1,1,diminished triad,dominant seventh chord,D,C,True,False,True,True,False,False,False,False
189,c,c,2,5,None,None,1,1,diminished triad,dominant seventh chord,D,C,True,False,True,True,False,False,False,False
190,c,c,2,5,None,None,1,1,diminished triad,dominant seventh chord,D,C,True,False,True,True,False,False,False,False
191,c,c,2,5,None,None,1,1,diminished triad,dominant seventh chord,D,C,True,False,True,True,False,False,False,False
192,c,c,1,5,None,None,2,1,minor triad,dominant seventh chord,C,C,True,False,True,False,False,True,False,False
193,c,c,1,1,None,None,2,1,minor triad,dominant seventh chord,C,C,True,True,True,False,False,True,True,False
194,c,c,1,1,None,None,2,1,minor triad,minor triad,C,C,True,True,True,False,True,True,True,False
195,c,c,1,1,None,None,2,0,minor triad,minor triad,C,C,True,True,True,False,True,True,True,False
196,c,c,#4,1,None,None,1,0,German augmented sixth chord,major triad,F#,A-,True,False,True,False,False,False,False,False
197,c,c,#4,5,None,None,1,0,German augmented sixth chord,dominant seventh chord,F#,A-,True,False,True,False,False,False,False,False
198,c,c,#4,5,None,None,1,0,German augmented sixth chord,dominant seventh chord,F#,A-,True,False,True,False,False,False,False,False
199,c,b,#4,5,None,None,1,1,German augmented sixth chord,dominant seventh chord,F#,F#,False,False,True,True,False,True,False,False
200,c,b,7,5,5,None,0,1,diminished seventh chord,dominant seventh chord,F#,F#,False,False,False,False,False,True,False,False
201,c,b,7,5,5,5,0,1,diminished seventh chord,dominant seventh chord,F#,F#,False,False,True,False,False,True,False,False
202,c,b,7,5,5,5,0,1,diminished seventh chord,dominant seventh chord,F#,F#,False,False,True,False,False,True,False,False
203,c,b,7,5,5,5,0,1,diminished seventh chord,diminished seventh chord,F#,F#,False,False,True,False,True,True,False,False
204,c,b,7,5,5,5,0,1,diminished seventh chord,diminished seventh chord,F#,F#,False,False,True,False,True,True,False,False
205,c,b,7,5,5,5,0,1,diminished seventh chord,dominant seventh chord,F#,F#,False,False,True,False,False,True,False,False
206,c,b,7,5,5,None,0,1,diminished seventh chord,dominant seventh chord,F#,F#,False,False,False,False,False,True,False,False
207,c,G,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,F#,False,False,False,True,False,True,False,False
208,c,G,5,5,None,None,0,0,major triad,major triad,G,G,False,True,True,True,True,True,True,False
209,c,G,5,1,None,None,0,0,major triad,major triad,G,G,False,False,True,True,True,True,False,False
210,c,G,5,1,None,None,0,0,major triad,major triad,G,G,False,False,True,True,True,True,False,False
211,c,C,5,1,None,None,0,0,major triad,major triad,G,G,False,False,True,True,True,True,False,False
212,c,C,5,5,None,None,0,0,major triad,major triad,G,G,False,True,True,True,True,True,True,False
213,c,G,5,5,None,None,0,0,major triad,major triad,G,G,False,True,True,True,True,True,True,False
214,c,C,5,5,None,None,0,0,major triad,major triad,G,G,False,True,True,True,True,True,True,False
215,c,C,5,5,None,None,0,0,major triad,major triad,G,G,False,True,True,True,True,True,True,False
216,c,C,1,5,None,None,2,0,minor triad,major triad,C,G,False,False,True,False,False,False,False,False
217,c,C,1,1,None,None,2,0,minor triad,major triad,C,G,False,True,True,False,False,False,True,False
218,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
219,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
220,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
221,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
222,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
223,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
224,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
225,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
226,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
227,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
228,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
229,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
230,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
231,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
232,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
233,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
234,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
235,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
236,c,C,#4,1,None,None,1,0,German augmented sixth chord,major triad,F#,C,False,False,True,False,False,False,False,False
237,c,C,#4,1,None,None,1,0,German augmented sixth chord,major triad,F#,C,False,False,True,False,False,False,False,False
238,c,C,#4,1,None,None,1,0,German augmented sixth chord,major triad,F#,C,False,False,True,False,False,False,False,False
239,c,C,#4,1,None,None,1,0,German augmented sixth chord,major triad,F#,G,False,False,True,False,False,False,False,False
240,c,C,5,1,None,None,0,0,major triad,major triad,G,G,False,False,True,True,True,True,False,False
241,c,C,5,5,None,None,0,0,major triad,major triad,G,G,False,True,True,True,True,True,True,False
242,c,C,5,5,None,None,0,0,major triad,major triad,G,G,False,True,True,True,True,True,True,False
243,c,C,5,5,None,None,0,0,major triad,major triad,G,G,False,True,True,True,True,True,True,False
244,c,C,5,5,None,None,0,0,major triad,major triad,G,G,False,True,True,True,True,True,True,False
245,c,C,5,5,None,None,0,0,major triad,major triad,G,G,False,True,True,True,True,True,True,False
246,c,C,5,5,None,None,0,0,major triad,major triad,G,G,False,True,True,True,True,True,True,False
247,c,C,5,5,None,None,0,0,major triad,major triad,G,G,False,True,True,True,True,True,True,False
248,c,C,1,5,None,None,2,0,minor triad,major triad,C,G,False,False,True,False,False,False,False,False
249,c,C,1,5,None,None,2,0,minor triad,major triad,C,G,False,False,True,False,False,False,False,False
250,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
251,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
252,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
253,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
254,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
255,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
256,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
257,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
258,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
259,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
260,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
261,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
262,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
263,c,C,5,5,None,None,2,0,dominant seventh chord,major triad,G,G,False,True,True,False,False,True,True,False
264,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
265,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
266,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
267,c,C,1,1,None,None,2,0,minor triad,major triad,C,C,False,True,True,False,False,True,True,False
