,true_LocalKey35,pred_LocalKey35,true_PrimaryDegree22,pred_PrimaryDegree22,true_SecondaryDegree22,pred_SecondaryDegree22,true_Inversion4,pred_Inversion4,true_ChordQuality15,pred_ChordQuality15,true_ChordRoot35,pred_ChordRoot35,true_Bass35,pred_Bass35,true_RomanNumeral76,pred_RomanNumeral76,true_TonicizedKey35,pred_TonicizedKey35,true_PitchClassSet94,pred_PitchClassSet94,true_HarmonicRhythm2,pred_HarmonicRhythm2,LocalKey35,PrimaryDegree22,SecondaryDegree22,Inversion4,ChordQuality15,ChordRoot35,Bass35,RomanNumeral76,TonicizedKey35,PitchClassSet94,HarmonicRhythm2,Degree,RomanNumeral,AltRomanNumeral
75,c,c,#7,4,None,None,2,1,diminished seventh chord,diminished seventh chord,B,F,F,F,viio7,iv,c,c,"(2, 5, 8, 11)","(2, 5, 8, 11)",False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
76,c,c,#7,4,None,None,2,1,diminished seventh chord,minor triad,B,F,F,F,viio7,iv,c,c,"(2, 5, 8, 11)","(0, 5, 8)",False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
77,c,c,#7,4,None,None,2,0,diminished seventh chord,minor triad,B,F,F,F,viio7,iv,c,c,"(2, 5, 8, 11)","(0, 5, 8)",False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
78,c,c,#7,4,None,None,2,2,diminished seventh chord,minor triad,B,F,F,F,viio7,iv,c,c,"(2, 5, 8, 11)","(0, 5, 8)",False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False
79,c,c,#7,4,None,None,2,2,diminished seventh chord,minor triad,B,F,F,F,viio7,iv,c,c,"(2, 5, 8, 11)","(0, 5, 8)",False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False
80,c,c,#7,4,None,None,2,2,diminished seventh chord,minor triad,B,F,F,F,viio7,iv,c,c,"(2, 5, 8, 11)","(0, 5, 8)",False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False
81,c,c,#7,4,None,None,2,2,diminished seventh chord,minor triad,B,F,F,F,viio7,iv,c,c,"(2, 5, 8, 11)","(0, 5, 8)",False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False
82,c,c,#7,4,None,None,2,2,diminished seventh chord,minor triad,B,F,F,F,viio7,iv,c,c,"(2, 5, 8, 11)","(0, 5, 8)",False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False
83,c,c,#7,4,None,None,2,2,diminished seventh chord,minor triad,B,F,F,F,viio7,iv,c,c,"(2, 5, 8, 11)","(0, 5, 8)",False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False
84,c,c,#7,4,None,None,2,2,diminished seventh chord,minor triad,B,F,F,F,viio7,i,c,c,"(2, 5, 8, 11)","(0, 5, 8)",False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False
85,c,c,#7,4,None,None,2,0,diminished seventh chord,minor triad,B,F,F,F,viio7,i,c,c,"(2, 5, 8, 11)","(0, 5, 8)",False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
86,c,c,#7,1,None,None,2,2,diminished seventh chord,minor triad,B,F,F,F,viio7,i,c,c,"(2, 5, 8, 11)","(0, 5, 8)",False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False
87,c,c,#7,1,None,None,2,2,diminished seventh chord,minor triad,B,F,F,F,viio7,i,c,c,"(2, 5, 8, 11)","(0, 5, 8)",False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False
88,c,c,#7,7,None,None,2,2,diminished seventh chord,diminished seventh chord,B,F,F,F,viio7,viio7,c,c,"(2, 5, 8, 11)","(2, 5, 8, 11)",False,False,True,False,True,True,True,False,True,True,True,True,True,False,False,True
89,c,c,#7,7,None,None,2,2,diminished seventh chord,diminished seventh chord,B,F,F,F,viio7,viio7,c,c,"(2, 5, 8, 11)","(2, 5, 8, 11)",False,False,True,False,True,True,True,False,True,True,True,True,True,False,False,True
90,c,c,#7,7,None,None,2,2,diminished seventh chord,diminished seventh chord,B,F,F,F,viio7,viio7,c,c,"(2, 5, 8, 11)","(2, 5, 8, 11)",False,False,True,False,True,True,True,False,True,True,True,True,True,False,False,True
91,c,c,#7,7,None,None,2,2,diminished seventh chord,minor triad,B,F,F,F,viio7,i,c,c,"(2, 5, 8, 11)","(2, 5, 8)",False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False
92,c,c,#7,1,None,None,2,0,diminished seventh chord,minor triad,B,F,F,F,viio7,i,c,c,"(2, 5, 8, 11)",None,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
93,c,c,#7,1,None,None,2,0,diminished seventh chord,minor triad,B,F,F,F,viio7,i,c,c,"(2, 5, 8, 11)",None,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
94,c,c,#7,1,None,None,2,0,diminished seventh chord,minor triad,B,F,F,F,viio7,i,c,c,"(2, 5, 8, 11)",None,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
95,c,c,#7,1,None,None,2,0,diminished seventh chord,minor triad,B,F,F,F,viio7,i,c,c,"(2, 5, 8, 11)",None,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
96,c,c,1,1,None,None,0,0,minor triad,minor triad,C,F,C,F,i,i,c,c,"(0, 3, 7)",None,True,False,True,True,True,True,True,False,False,True,True,False,False,True,False,True
97,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,F,i,i,c,c,"(0, 3, 7)",None,False,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True
98,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,F,i,i,c,c,"(0, 3, 7)",None,False,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True
99,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,F,i,i,c,c,"(0, 3, 7)",None,False,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True
100,c,c,1,1,None,None,0,0,minor triad,minor triad,C,G,C,F,i,viio7,c,c,"(0, 3, 7)",None,False,False,True,True,True,True,True,False,False,False,True,False,True,True,False,False
101,c,c,1,1,None,None,0,0,minor triad,minor triad,C,G,C,F,i,i,c,c,"(0, 3, 7)",None,False,False,True,True,True,True,True,False,False,True,True,False,True,True,False,True
102,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,C,E-,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,True,True,True,True,True,False,True,False,True,True,True,False,True,False,True
103,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,C,E-,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True
104,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,C,E-,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True
105,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,C,E-,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True
106,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,C,E-,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True
107,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,C,E-,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True
108,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,C,E-,i,I,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False
109,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,C,E-,i,I,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False
110,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,E-,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True
111,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,E-,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True
112,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,E-,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True
113,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,E-,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True
114,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,E-,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True
115,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,E-,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True
116,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,E-,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True
117,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,E-,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True
118,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,C,E-,i,I,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False
119,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,C,E-,i,I,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False
120,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,C,E-,i,I,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False
121,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,C,E-,i,I,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False
122,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,C,E-,i,I,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False
123,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,C,E-,i,I,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False
124,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,C,E-,i,I,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False
125,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,C,E-,i,I,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False
126,c,c,1,1,None,None,0,0,minor triad,major triad,C,E-,C,E-,i,I,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,False,False,False,False,True,True,True,True,False,False
127,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,E-,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True
128,c,c,6,1,None,None,1,0,major triad,minor triad,A-,C,C,E-,bVI,i,c,c,"(0, 3, 8)","(0, 3, 7)",True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
129,c,c,6,1,None,None,1,0,major triad,minor triad,A-,C,C,C,bVI,i,c,c,"(0, 3, 8)","(0, 3, 7)",False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
130,c,c,6,1,None,None,1,0,major triad,minor triad,A-,C,C,E-,bVI,i,c,c,"(0, 3, 8)","(0, 3, 7)",False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
131,c,c,6,1,None,None,1,0,major triad,minor triad,A-,C,C,C,bVI,i,c,c,"(0, 3, 8)","(0, 3, 7)",False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
132,c,c,6,1,None,None,1,0,major triad,minor triad,A-,C,C,E-,bVI,i,c,c,"(0, 3, 8)","(0, 3, 7)",False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
