,true_LocalKey35,pred_LocalKey35,true_PrimaryDegree22,pred_PrimaryDegree22,true_SecondaryDegree22,pred_SecondaryDegree22,true_Inversion4,pred_Inversion4,true_ChordQuality15,pred_ChordQuality15,true_ChordRoot35,pred_ChordRoot35,true_Bass35,pred_Bass35,true_RomanNumeral76,pred_RomanNumeral76,true_TonicizedKey35,pred_TonicizedKey35,true_PitchClassSet94,pred_PitchClassSet94,true_HarmonicRhythm2,pred_HarmonicRhythm2,LocalKey35,PrimaryDegree22,SecondaryDegree22,Inversion4,ChordQuality15,ChordRoot35,Bass35,RomanNumeral76,TonicizedKey35,PitchClassSet94,HarmonicRhythm2,Degree,RomanNumeral
95,c,c,5,1,None,None,0,0,dominant seventh chord,minor triad,G,A-,G,A-,V7,i,c,f,"(2, 5, 7, 11)","(0, 5, 8)",False,False,True,False,True,True,False,False,False,False,False,False,True,False,False
96,c,c,1,1,None,None,1,0,minor triad,minor triad,C,A-,E-,A-,i,i,c,f,"(0, 3, 7)","(0, 5, 8)",True,False,True,True,True,False,True,False,False,True,False,False,False,True,False
97,c,c,1,1,None,None,1,0,minor triad,minor triad,C,A-,E-,A-,i,i,c,c,"(0, 3, 7)","(0, 5, 8)",False,False,True,True,True,False,True,False,False,True,True,False,True,True,False
98,c,c,1,1,None,None,1,0,minor triad,minor triad,C,A-,E-,A-,i,i,c,c,"(0, 3, 7)","(0, 5, 8)",False,False,True,True,True,False,True,False,False,True,True,False,True,True,False
99,c,c,1,1,None,None,1,0,minor triad,minor triad,C,A-,E-,A-,i,i,c,c,"(0, 3, 7)","(0, 5, 8)",False,False,True,True,True,False,True,False,False,True,True,False,True,True,False
100,c,c,1,1,None,None,1,0,minor triad,minor triad,C,A-,E-,A-,i,i,c,c,"(0, 3, 7)","(0, 5, 8)",False,False,True,True,True,False,True,False,False,True,True,False,True,True,False
101,c,c,1,1,None,None,1,0,minor triad,minor triad,C,A-,E-,A-,i,i,c,c,"(0, 3, 7)","(0, 5, 8)",False,False,True,True,True,False,True,False,False,True,True,False,True,True,False
102,c,c,1,1,None,None,1,0,minor triad,minor triad,C,A-,E-,A-,i,i,c,c,"(0, 3, 7)","(0, 5, 8)",False,False,True,True,True,False,True,False,False,True,True,False,True,True,False
103,c,c,1,1,None,None,1,0,minor triad,minor triad,C,A-,E-,A-,i,i,c,c,"(0, 3, 7)","(0, 5, 8)",False,False,True,True,True,False,True,False,False,True,True,False,True,True,False
104,c,c,4,1,None,None,1,0,minor triad,minor triad,F,A-,A-,A-,iv,i,c,f,"(0, 5, 8)","(0, 5, 8)",True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
105,c,c,4,1,None,None,1,0,minor triad,minor triad,F,A-,A-,A-,iv,i,c,f,"(0, 5, 8)","(0, 5, 8)",False,False,True,False,True,False,True,False,True,False,False,True,True,False,False
106,c,c,4,1,None,None,1,0,minor triad,minor triad,F,A-,A-,A-,iv,i,c,f,"(0, 5, 8)","(0, 5, 8)",False,False,True,False,True,False,True,False,True,False,False,True,True,False,False
107,c,c,4,1,None,None,1,0,minor triad,minor triad,F,A-,A-,A-,iv,i,c,f,"(0, 5, 8)","(0, 5, 8)",False,False,True,False,True,False,True,False,True,False,False,True,True,False,False
108,c,c,4,1,None,None,1,0,minor triad,minor triad,F,A-,A-,A-,iv,i,c,f,"(0, 5, 8)","(0, 5, 8)",False,False,True,False,True,False,True,False,True,False,False,True,True,False,False
109,c,c,4,1,None,None,1,0,minor triad,minor triad,F,A-,A-,A-,iv,i,c,f,"(0, 5, 8)","(0, 5, 8)",False,False,True,False,True,False,True,False,True,False,False,True,True,False,False
110,c,c,4,1,None,None,1,0,minor triad,minor triad,F,A-,A-,A-,iv,i,c,f,"(0, 5, 8)","(0, 5, 8)",False,False,True,False,True,False,True,False,True,False,False,True,True,False,False
111,c,c,4,1,None,None,1,0,minor triad,minor triad,F,A-,A-,A-,iv,i,c,f,"(0, 5, 8)","(0, 5, 8)",False,False,True,False,True,False,True,False,True,False,False,True,True,False,False
112,c,c,5,1,None,None,0,0,major triad,minor triad,G,C,G,G,V,i,c,f,"(2, 7, 11)","(0, 3, 7)",True,False,True,False,True,True,False,False,True,False,False,False,False,False,False
113,c,c,5,1,None,None,0,0,major triad,minor triad,G,C,G,G,V,i,c,f,"(2, 7, 11)","(0, 3, 7)",False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
114,c,c,5,1,None,None,0,0,major triad,minor triad,G,C,G,G,V,i,c,f,"(2, 7, 11)","(0, 3, 7)",False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
115,c,c,5,1,None,None,0,0,major triad,minor triad,G,C,G,G,V,i,c,f,"(2, 7, 11)","(0, 3, 7)",False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
116,c,c,5,1,None,None,0,0,major triad,minor triad,G,C,G,G,V,i,c,f,"(2, 7, 11)","(0, 3, 7)",False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
117,c,c,5,1,None,None,0,0,major triad,minor triad,G,C,G,G,V,i,c,f,"(2, 7, 11)","(0, 3, 7)",False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
118,c,c,5,1,None,None,0,0,major triad,minor triad,G,C,G,G,V,i,c,f,"(2, 7, 11)","(0, 3, 7)",False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
119,c,c,5,1,None,None,0,0,major triad,minor triad,G,C,G,G,V,i,c,f,"(2, 7, 11)","(0, 3, 7)",False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
120,c,c,5,1,None,None,0,0,major triad,minor triad,G,C,G,G,V,i,c,f,"(2, 7, 11)","(0, 3, 7)",False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
121,c,c,5,1,None,None,0,0,major triad,minor triad,G,C,G,G,V,i,c,f,"(2, 7, 11)","(0, 3, 7)",False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
122,c,c,5,1,None,None,0,0,major triad,minor triad,G,C,G,G,V,i,c,f,"(2, 7, 11)","(0, 3, 7)",False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
123,c,c,5,1,None,None,0,0,major triad,minor triad,G,C,G,G,V,i,c,f,"(2, 7, 11)","(0, 3, 7)",False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
124,c,c,5,1,None,None,0,0,major triad,minor triad,G,C,G,G,V,i,c,f,"(2, 7, 11)","(0, 3, 7)",False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
125,c,c,5,1,None,None,0,0,major triad,minor triad,G,C,G,G,V,i,c,c,"(2, 7, 11)","(0, 3, 7)",False,False,True,False,True,True,False,False,True,False,True,False,True,False,False
126,c,c,5,1,None,None,0,0,major triad,minor triad,G,C,G,G,V,i,c,c,"(2, 7, 11)","(0, 3, 7)",False,False,True,False,True,True,False,False,True,False,True,False,True,False,False
127,c,c,5,1,None,None,0,0,major triad,minor triad,G,C,G,G,V,i,c,c,"(2, 7, 11)","(0, 3, 7)",False,False,True,False,True,True,False,False,True,False,True,False,True,False,False
128,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,C,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
129,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,C,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
130,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,C,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
131,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,C,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
132,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,C,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
133,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,C,C,i,i,c,c,"(0, 3, 7)","(0, 3, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
